district,month,category,unit_qty,unit_price,unit_total_cost
District 11,September,Office supplies,6,.91000003,5.46
District 11,September,Office supplies,19,1.79,34.009998
District 11,September,Office supplies,8,1.95,15.6
District 11,September,Office supplies,4,2.23,8.9200001
District 11,September,Office supplies,4,.38,1.52
District 11,September,Office supplies,5,1.01,5.0500002
District 11,September,Office supplies,9,1.73,15.57
District 11,September,Food,5,.75999999,3.8
District 11,September,Food,2,.50999999,1.02
District 11,September,Office supplies,4,1.22,4.8800001
District 11,September,Office supplies,15,1.37,20.549999
District 11,September,Food,5,1.45,7.25
District 11,September,Food,15,.60000002,9
District 11,September,Office supplies,8,1.6,12.8
District 11,October,Mentors,2,5,10
District 11,October,Food,7,2.6400001,18.480001
District 11,October,Office supplies,16,2.9400001,47.040001
District 11,October,Food,3,2.0999999,6.2999997
District 11,October,Office supplies,17,2.24,38.080002
District 11,October,Food,14,1.4400001,20.16
District 11,October,Food,7,1.6799999,11.759999
District 11,October,Office supplies,10,1.14,11.4
District 11,October,Food,2,2.1700001,4.3400002
District 11,October,Office supplies,12,.74000001,8.8800001
District 11,October,Food,17,1.01,17.17
District 11,October,Food,15,.56999999,8.5500002
District 11,October,Food,13,2.8900001,37.57
District 11,October,Food,6,2.0799999,12.48
District 11,October,Office supplies,10,.0099999998,.099999994
District 11,October,Office supplies,11,2.3199999,25.519999
District 11,October,Office supplies,9,1.6900001,15.210001
District 11,October,Office supplies,5,2.52,12.6
District 11,October,Food,19,2.6900001,51.110001
District 11,October,Food,14,.0099999998,.14
District 11,October,Food,17,1.97,33.490002
District 11,October,Food,2,.38,.75999999
District 11,October,Office supplies,20,1.25,25
District 11,November,Mentors,2,5,10
District 11,November,Office supplies,17,2.54,43.18
District 11,November,Food,6,1.13,6.7799997
District 11,November,Food,1,1.28,1.28
District 11,November,Office supplies,8,.94,7.52
District 11,November,Office supplies,16,2.26,36.16
District 11,November,Food,10,2.9400001,29.400002
District 11,November,Office supplies,5,1.1900001,5.9500003
District 11,November,Food,1,1.0599999,1.0599999
District 11,November,Office supplies,12,.46000001,5.52
District 11,November,Office supplies,11,1.1,12.1
District 11,November,Food,2,2.45,4.9000001
District 11,November,Food,19,2.4000001,45.600002
District 11,November,Food,16,2.5,40
District 11,November,Office supplies,3,.38999999,1.17
District 11,November,Food,18,2.4300001,43.740002
District 11,December,Mentors,2,5,10
District 11,December,Office supplies,10,2.6400001,26.400002
District 11,December,Food,8,1.83,14.64
District 11,December,Office supplies,2,2.8800001,5.7600002
District 11,December,Food,2,.77999997,1.5599999
District 11,December,Food,3,.62,1.86
District 11,December,Office supplies,3,2.78,8.3400002
District 11,December,Office supplies,9,2.47,22.23
District 11,December,Office supplies,13,.31999999,4.1599998
District 11,December,Office supplies,2,2.8,5.5999999
District 11,December,Office supplies,16,1.47,23.52
District 11,December,Food,14,.60000002,8.4000006
District 11,December,Food,13,.23999999,3.1199999
District 11,December,Food,4,1.36,5.4400001
District 11,December,Office supplies,8,.54000002,4.3200002
District 11,December,Office supplies,9,.37,3.3299999
District 11,December,Office supplies,9,1.6799999,15.12
District 11,December,Food,13,1.87,24.309999
District 11,December,Office supplies,15,.86000001,12.900001
District 11,December,Office supplies,3,.58999997,1.77
District 12,January,Mentors,2,5,10
District 12,January,Office supplies,1,1.83,1.83
District 12,January,Office supplies,19,.73000002,13.870001
District 12,January,Food,20,2.6400001,52.800003
District 12,January,Food,2,1.15,2.3
District 12,January,Office supplies,12,2.03,24.360001
District 12,January,Office supplies,7,2.76,19.32
District 12,January,Office supplies,17,1.85,31.450001
District 12,January,Office supplies,9,1.97,17.73
District 12,January,Office supplies,14,.47999999,6.7199998
District 12,January,Food,16,2.7,43.200001
District 12,January,Food,9,.0099999998,.089999996
District 12,January,Office supplies,8,1.62,12.96
District 12,January,Food,12,1.1,13.200001
District 12,January,Food,5,1.83,9.1500006
District 12,January,Office supplies,13,.66000003,8.5799999
District 12,January,Office supplies,2,.44,.88
District 12,January,Office supplies,19,2.1700001,41.230003
District 12,January,Office supplies,12,2.1900001,26.280001
District 12,February,Mentors,2,5,10
District 12,February,Food,7,2.0699999,14.49
District 12,February,Office supplies,20,2.5799999,51.599998
District 12,February,Office supplies,20,.81999999,16.4
District 12,February,Food,9,1.45,13.05
District 12,February,Food,2,2.1800001,4.3600001
District 12,February,Office supplies,3,2.71,8.1300001
District 12,February,Food,10,1.3200001,13.200001
District 12,February,Food,15,2.26,33.900002
District 12,February,Food,7,1.49,10.43
District 12,February,Food,7,1.26,8.8199997
District 12,February,Office supplies,8,1.5700001,12.56
District 12,February,Office supplies,10,.20999999,2.0999999
District 12,February,Office supplies,17,2.6700001,45.389999
District 12,February,Food,4,.31999999,1.28
District 12,February,Office supplies,5,1,5
District 12,February,Office supplies,19,2.8800001,54.720001
District 12,February,Office supplies,10,1.15,11.5
District 12,February,Office supplies,11,2.6099999,28.709999
District 12,February,Office supplies,17,2.76,46.919998
District 12,February,Office supplies,17,2.8199999,47.939999
District 12,February,Office supplies,13,1.04,13.52
District 12,February,Office supplies,15,1.3,19.5
District 12,February,Office supplies,15,2.1400001,32.100002
District 12,March,Mentors,2,5,10
District 12,March,Office supplies,9,.86000001,7.7400002
District 12,March,Office supplies,15,2.1700001,32.550003
District 12,March,Food,9,.91000003,8.1900005
District 12,March,Food,5,.69999999,3.5
District 12,March,Food,13,1.88,24.440001
District 12,March,Office supplies,14,0,0
District 12,March,Food,10,.56999999,5.6999998
District 12,March,Office supplies,4,1.23,4.9200001
District 12,March,Office supplies,15,.94999999,14.25
District 12,March,Office supplies,6,1.51,9.0599995
District 12,March,Office supplies,7,2.24,15.68
District 12,March,Food,19,.34,6.46
District 12,March,Food,17,.19,3.23
District 12,March,Food,10,.47,4.6999998
District 12,April,Mentors,2,5,10
District 12,April,Office supplies,11,.050000001,.55000001
District 12,April,Office supplies,8,.029999999,.23999999
District 12,April,Office supplies,19,.74000001,14.06
District 12,April,Food,4,2.01,8.04
District 12,April,Office supplies,2,.47999999,.95999998
District 12,April,Food,16,.38999999,6.2399998
District 12,April,Office supplies,18,2,36
District 12,April,Office supplies,17,2.3399999,39.779999
District 12,April,Food,1,2.5699999,2.5699999
District 12,April,Food,10,1.61,16.1
District 12,April,Office supplies,2,1.7,3.4000001
District 12,April,Office supplies,19,.63999999,12.16
District 12,April,Food,4,1.64,6.5599999
District 12,April,Office supplies,17,2.97,50.490002
District 12,April,Office supplies,7,1.8200001,12.740001
District 12,April,Office supplies,17,2.6900001,45.73
District 12,May,Mentors,2,5,10
District 12,May,Office supplies,6,1.33,7.9800005
District 12,May,Food,19,.41999999,7.9799995
District 12,May,Office supplies,10,1.38,13.8
District 12,May,Office supplies,18,1.41,25.379999
District 12,May,Office supplies,15,.20999999,3.1499999
District 12,May,Food,14,2.5799999,36.119999
District 12,May,Office supplies,6,2.1400001,12.84
District 12,May,Food,5,1.91,9.5500002
District 12,May,Office supplies,20,1.73,34.599998
District 12,May,Office supplies,2,2.1600001,4.3200002
District 12,May,Office supplies,17,2.1700001,36.889999
District 12,May,Food,17,1.46,24.82
District 12,May,Office supplies,13,.41,5.3299999
District 12,June,Mentors,2,5,10
District 12,June,Food,16,.25,4
District 12,June,Food,14,2.1700001,30.380001
District 12,June,Food,13,.050000001,.65000004
District 12,June,Office supplies,11,1.6,17.6
District 12,June,Office supplies,13,2.53,32.889999
District 12,June,Food,9,2.75,24.75
District 12,June,Food,1,.62,.62
District 12,June,Food,2,2.01,4.02
District 12,June,Food,18,.72000003,12.960001
District 12,June,Office supplies,19,.63999999,12.16
District 12,June,Food,20,1.89,37.799999
District 12,June,Office supplies,10,2.3,23
District 12,June,Office supplies,17,2.4400001,41.48
District 12,June,Office supplies,15,1.73,25.950001
District 12,June,Office supplies,16,.079999998,1.28
District 12,June,Food,9,.44,3.96
District 12,June,Food,4,1.66,6.6399999
District 12,June,Food,15,.49000001,7.3500004
District 12,July,Mentors,2,5,10
District 12,July,Office supplies,7,.74000001,5.1800003
District 12,July,Office supplies,3,2.6300001,7.8900003
District 12,July,Food,7,1.4400001,10.08
District 12,July,Office supplies,7,1.25,8.75
District 12,July,Food,5,.090000004,.45000002
District 12,July,Food,17,1.6,27.200001
District 12,July,Office supplies,3,2.5999999,7.7999997
District 12,July,Food,14,0,0
District 12,July,Food,9,.41,3.6900001
District 12,July,Food,3,1.33,3.9900002
District 12,July,Food,2,2.6199999,5.2399998
District 12,July,Food,5,1.01,5.0500002
District 12,July,Food,19,2.4100001,45.790001
District 12,July,Food,7,.43000001,3.01
District 12,July,Office supplies,2,1.01,2.02
District 12,August,Mentors,2,5,10
District 12,August,Food,3,1.1900001,3.5700002
District 12,August,Office supplies,16,.75,12
District 12,August,Office supplies,7,2.6800001,18.76
District 12,August,Office supplies,15,2.9400001,44.100002
District 12,August,Food,4,.23999999,.95999998
District 12,August,Office supplies,9,2.0699999,18.629999
District 12,August,Food,15,2.1800001,32.700001
District 12,August,Office supplies,4,.31999999,1.28
District 12,August,Food,5,2.9400001,14.700001
District 12,August,Food,1,1.8200001,1.8200001
District 12,August,Office supplies,5,2.8599999,14.299999
District 12,August,Food,2,1.36,2.72
District 12,August,Food,10,2.9400001,29.400002
District 12,August,Food,7,1.0700001,7.4900002
District 12,August,Office supplies,15,.56999999,8.5500002
District 12,August,Office supplies,4,2.1300001,8.5200005
District 12,August,Food,14,.82999998,11.62
District 12,August,Office supplies,9,.81,7.29
District 12,August,Office supplies,2,1.02,2.04
District 12,August,Food,12,.41,4.9200001
District 12,September,Mentors,2,5,10
District 12,September,Office supplies,11,2.1199999,23.32
District 12,September,Food,13,.51999998,6.7599998
District 12,September,Food,14,2.04,28.559999
District 12,September,Food,5,2.74,13.7
District 12,September,Office supplies,15,1.4,21
District 12,September,Food,18,2.8,50.399998
District 12,September,Office supplies,17,2.0999999,35.699997
District 12,September,Food,15,2.8199999,42.299999
District 12,September,Office supplies,18,2.8800001,51.840004
District 12,September,Food,17,.41,6.9699998
District 12,September,Office supplies,3,2.74,8.2200003
District 12,September,Office supplies,6,.23999999,1.4399999
District 12,September,Food,14,.38,5.3199997
District 12,September,Food,19,2.5999999,49.399998
District 12,September,Office supplies,3,1.42,4.2599998
District 12,October,Mentors,2,5,10
District 12,October,Office supplies,10,.38999999,3.8999999
District 12,October,Office supplies,3,2.22,6.6599998
District 12,October,Office supplies,12,2.48,29.76
District 12,October,Office supplies,8,1.87,14.96
District 12,October,Office supplies,7,.090000004,.63
District 12,October,Food,20,.87,17.4
District 12,October,Office supplies,8,2.4100001,19.280001
District 12,October,Office supplies,10,2.6900001,26.900002
District 12,October,Office supplies,10,1.85,18.5
District 12,October,Food,12,.60000002,7.2000003
District 12,October,Office supplies,19,2.8299999,53.769997
District 12,October,Food,18,1.04,18.719999
District 12,October,Office supplies,10,.18000001,1.8000001
District 12,October,Food,6,2.48,14.88
District 12,October,Office supplies,5,.87,4.3499999
District 12,October,Office supplies,2,.98000002,1.96
District 12,October,Food,6,1.23,7.3800001
District 12,October,Food,7,2.6500001,18.550001
District 12,October,Food,4,.029999999,.12
District 12,October,Food,10,.1,1
District 12,October,Food,19,.41,7.79
District 12,November,Mentors,2,5,10
District 12,November,Office supplies,8,2.1300001,17.040001
District 12,November,Office supplies,20,2.72,54.400002
District 12,November,Office supplies,14,.43000001,6.02
District 12,November,Office supplies,4,1.13,4.52
District 12,November,Office supplies,10,.15000001,1.5
District 12,November,Food,2,1.9,3.8
District 12,November,Office supplies,19,2.48,47.119999
District 12,November,Food,6,1.28,7.6799998
District 12,November,Office supplies,10,2.9000001,29
District 12,November,Food,8,2.9400001,23.52
District 12,November,Food,14,.69999999,9.8000002
District 12,November,Food,18,1.52,27.360001
District 12,November,Food,4,.98000002,3.9200001
District 12,November,Office supplies,11,2.1600001,23.76
District 12,November,Office supplies,10,.94,9.3999996
District 12,November,Office supplies,9,1.73,15.57
District 12,November,Food,4,.2,.80000001
District 12,November,Office supplies,15,.86000001,12.900001
District 12,November,Office supplies,15,1.6900001,25.35
District 12,November,Food,8,1.63,13.04
District 12,November,Office supplies,18,2.9000001,52.200001
District 12,November,Food,6,.16,.95999998
District 12,November,Food,14,2.7,37.799999
District 12,November,Food,14,1.3,18.199999
District 12,November,Office supplies,10,1.1799999,11.799999
District 12,November,Office supplies,5,2.5699999,12.849999
District 12,November,Food,16,.81999999,13.12
District 12,November,Office supplies,19,.17,3.23
District 12,December,Mentors,2,5,10
District 12,December,Office supplies,12,2.3299999,27.959999
District 12,December,Food,5,1.74,8.6999998
District 12,December,Office supplies,14,1.95,27.300001
District 12,December,Office supplies,15,1.9299999,28.949999
District 12,December,Office supplies,8,2.1199999,16.959999
District 12,December,Food,13,2.3099999,30.029999
District 12,December,Food,12,.33000001,3.96
District 12,December,Food,15,.86000001,12.900001
District 12,December,Food,13,2.28,29.639999
District 12,December,Office supplies,13,1.89,24.57
District 12,December,Food,15,.44,6.5999999
District 12,December,Office supplies,11,2.3900001,26.290001
District 12,December,Office supplies,14,.76999998,10.78
